gender,dept,gt,it,wk,l1,category_zh,n_total,n_designs,n_clients,confidence,top_client,top_client_pct,top3_clients,top_iso,top_iso_pct,top_method_en,top_method_pct,ie_avg_sec,iso_count,method_count,top_machine,top_skill,top_section
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,FY,前立,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),514,50.0,4-thread Overlock,33.3,0.058,2,4,平車-細針距,B,做前襠記號
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,PD,褶,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),301,100.0,Pressing,50.0,0.044,1,3,手工-含做記號、翻修等工段,E,做記號_一個*2片
BOY,ACTIVE,BOTTOM,SHORTS,WOVEN,OT,其它,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),,,Pressing,66.7,0.057,0,2,手工-含做記號、翻修等工段,E,做記號
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,LI,裡布,1,1,1,very_low,M-STAR,100.0,M-STAR(100.0%),301,100.0,Lockstitch,100.0,0.057,1,1,平車-粗針距,C,裁片四周固定
WOMEN,UNKNOWN,BOTTOM,PANTS,KNIT,LO,褲口,1,1,1,very_low,M-STAR,100.0,M-STAR(100.0%),406,100.0,Coverstitch,75.0,0.114,1,2,筒型三本車-二針三線,B,壓褲口
MEN,RTW,BOTTOM,PANTS,WOVEN,ZP,拉鍊,1,1,2,very_low,WAL-MART-CA,80.0,WAL-MART-CA(80.0%) / DICKS SPORTING GOODS(20.0%),301,100.0,Lockstitch,57.1,0.007,1,3,燙工-手燙,D,拉鍊燙縮(一條)
BOY,RTW,BOTTOM,PANTS,WOVEN,SA,剪接線_上身類,1,1,1,very_low,DICKS SPORTING GOODS,100.0,DICKS SPORTING GOODS(100.0%),514,100.0,4-thread Overlock,100.0,0.023,1,1,四線拷克,B,合直向剪接
BOY,RTW,BOTTOM,PANTS,WOVEN,ZP,拉鍊,1,1,1,very_low,DICKS SPORTING GOODS,100.0,DICKS SPORTING GOODS(100.0%),,,Pressing,66.7,0.007,0,2,燙工-手燙,D,拉鍊燙縮(一條)
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,BS,釦鎖,1,1,1,very_low,GAP,100.0,GAP(100.0%),,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,DC,繩類,1,1,1,very_low,GAP,100.0,GAP(100.0%),301,100.0,Bartack,60.0,0.075,1,3,手工-含做記號、翻修等工段,D,穿圓型腰繩(隧道寬>繩子寬)
WOMEN,ACTIVE,BOTTOM,JOGGERS,KNIT,OT,其它,1,1,1,very_low,GAP,100.0,GAP(100.0%),,,Marking,100.0,-0.263,0,1,手工-含做記號、翻修等工段,E,其它
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,BS,釦鎖,1,1,1,very_low,KOHLS,100.0,KOHLS(100.0%),,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,SB,剪接線_下身類,1,1,1,very_low,KOHLS,100.0,KOHLS(100.0%),301,100.0,Marking,75.0,0.109,1,2,手工-含做記號、翻修等工段,E,做記號
WOMEN,SLEEPWEAR,BOTTOM,PANTS,KNIT,DP,裝飾片,1,1,1,very_low,KOHLS,100.0,KOHLS(100.0%),301,100.0,Marking,66.7,0.028,1,2,手工-含做記號、翻修等工段,E,做記號
GIRL,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,WB,腰頭,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),514,50.0,4-thread Overlock,33.3,0.123,3,4,手工-含做記號、翻修等工段,B,剪+量鬆緊帶_1條
MEN,ACTIVE,BOTTOM,SHORTS,WOVEN,DP,裝飾片,1,1,1,very_low,DICKS SPORTING GOODS,100.0,DICKS SPORTING GOODS(100.0%),301,100.0,Lockstitch,60.0,0.064,1,2,手工-含做記號、翻修等工段,E,做記號
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,PL,門襟,1,1,1,very_low,OLD NAVY,100.0,OLD NAVY(100.0%),514,66.7,4-thread Overlock,40.0,0.226,2,4,壓襯機,B,燙大身襯
WOMEN,ACTIVE,BOTTOM,LEGGINGS,KNIT,BS,釦鎖,1,1,1,very_low,A & F,100.0,A & F(100.0%),,,Pressing,66.7,0.047,0,2,鐵釦機-半自動,C,燙襯
MEN,RTW,BOTTOM,PANTS,KNIT,BP,襬叉,1,1,1,very_low,ASICS-EU,100.0,ASICS-EU(100.0%),301,66.7,Marking,36.4,0.336,2,4,手工-含做記號、翻修等工段,E,(NEW)剪+量拉鍊
MEN,ACTIVE,BOTTOM,PANTS,WOVEN,SS,脅邊,1,1,4,very_low,DICKS SPORTING GOODS,50.0,DICKS SPORTING GOODS(50.0%) / UNDER ARMOUR(25.0%) / KOHLS(12.5%),301,63.6,Lockstitch,55.6,0.021,3,3,平車-細針距,C,(NEW)接連接片*2道
BOY,ACTIVE,BOTTOM,PANTS,KNIT,FY,前立,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),301,60.0,Lockstitch,42.9,0.062,2,4,平車-細針距,B,做前襠記號
BABY,RTW,BOTTOM,PANTS,WOVEN,BS,釦鎖,1,1,1,very_low,ZARA,100.0,ZARA(100.0%),,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
GIRL,RTW,BOTTOM,PANTS,WOVEN,BM,下襬,1,1,1,very_low,GU,100.0,GU(100.0%),,,Marking,100.0,0.083,0,1,雙針裝飾小圈繡(打洞車),E,前荷葉打洞
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,SR,裙合身,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),514,100.0,4-thread Overlock,100.0,0.029,1,1,四線拷克,B,合裙脅
GIRL,ACTIVE,BOTTOM,PANTS,KNIT,BM,下襬,1,1,2,very_low,TARGET,50.0,TARGET(50.0%) / OLD NAVY(50.0%),514,72.7,4-thread Overlock,57.1,0.144,3,4,四線拷克,C,下襬縮縫
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,SR,裙合身,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),514,100.0,4-thread Overlock,100.0,0.031,1,1,四線拷克,B,合裙脅
WOMEN,ACTIVE,BOTTOM,PANTS,KNIT,KH,Keyhole,1,1,1,very_low,OLD NAVY,100.0,OLD NAVY(100.0%),301,100.0,Lockstitch,50.0,0.211,1,3,平車-細針距,B,做Keyhole記號
BOY,SLEEPWEAR/RTW,BOTTOM,PANTS,KNIT,PD,褶,1,1,1,very_low,TARGET,100.0,TARGET(100.0%),301,100.0,Pressing,40.0,0.099,1,3,手工-含做記號、翻修等工段,E,做記號
BOY,FLEECE,BOTTOM,PANTS,KNIT,BS,釦鎖,1,1,1,very_low,QUINCE,100.0,QUINCE(100.0%),,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
BOY,FLEECE,BOTTOM,PANTS,KNIT,DC,繩類,1,1,1,very_low,QUINCE,100.0,QUINCE(100.0%),301,100.0,Bartack,33.3,0.069,1,3,手工-含做記號、翻修等工段,E,剪+量
BABY,FLEECE,BOTTOM,PANTS,KNIT,BS,釦鎖,1,1,1,very_low,QUINCE,100.0,QUINCE(100.0%),,,Buttonhole,75.0,0.021,0,2,燙工-手燙,D,燙襯
BABY,FLEECE,BOTTOM,PANTS,KNIT,DC,繩類,1,1,1,very_low,QUINCE,100.0,QUINCE(100.0%),301,100.0,Bartack,33.3,0.069,1,3,手工-含做記號、翻修等工段,E,剪+量
